OPID_BENCH,ind_name
48542_36503,Introduction of reporting at franchisee and Zabka levels on grievance matters
48542_36504,Introduction of supplementary training materials on employee grievances as part of the regular franchisee trainings (content to be agreed with ESD)
48542_36505,"Implementation of technical specifications in accordance with ?GET? in at least 1,700 stores during 2017-2020"
48542_36506,Refitting of at least 330 existing stores in accordance with GET technical specifications
48542_36507,Reduction of energy consumption across entire retail chain by 4% relative to baseline of 358 GWh/Year by 2020
48542_36508,Introduction of advanced energy management system and obtain ISO 50001 certification 
48542_36509,Introduction of a food waste application
48547_33731,"General SME lending expansion: Overall SME loan portfolio to increase by at least 1.4x times the amount of EBRD?s loan from the 1H2016 level of HRK 1,605 million (ca. EUR 215 million)"
48547_33732,Regional MSME lending expansion: The share of MSME loan issued to enterprises operating outside Zagreb to be not less than 44% (level at 1H2016-end)
48547_33733,Expansion of SME lending to new clients: At least 20% of EBRD SME sub-portfolio comprised of new clients
48547_33734,SME loan book quality: Maintain NPL ratio of EBRD MSME sub-loan portfolio under the SME Loan below 5%.
48548_33654,Growth in outstanding balance of LCY loans in the MSME portfolio by 1.2x the amount of the EBRD loan
48548_33655,Increase in MSME proportion of GLP from current 46.0% to at least 55%
48548_33656,Maintain the NPL ratio (PAR>90 days) in the total MSME portfolio at below 3% (2.3% as of YE 2016)
48552_33835,Financing of WiB loans from its own resources greater than 1.4x of EBRD financing under WiB Loan
48552_33836,"Regional expansion: The share of regional WiB sub-loan portfolio (outside of Zagreb) to be 7% higher than the current regional share on HPB?s overall SME portfolio (44%, as of 1H2016-end)"
48552_33837,At least 20% of EBRD WiB sub-portfolio comprised of new clients
48552_33838,Maintain NPL ratio of EBRD WiB sub-portfolio below 5%
48552_33839,Undertake HPB specific baseline assessment to understand the business potential of WiB segment prior to on-lending the WiB Loan
48552_33840,"HPB to undertake changes in its business models, and / or delivery mechanisms to reach out to women-led MSMEs, developing at least one new product targeting women-led MSMEs"
48552_33841,"HPB to upgrade its MIS to improve the level of customer data analysis to identify the target women-led SMEs and track the segment information (incl. business size and maturity, offering size (loans, leasing, credit cards, guarantees, deposits, etc.), interest rates, maturity, collaterals, regional distribution, NPLs"
48552_33842,Establish WiB product champion/department within HPB
48552_33843,At least 1 allocated staff to manage the WiB Programme
48552_33844,Conduct a WiB strategic planning workshop
48552_33845,Train minimum 10 loan officers for a specialised WiB product
48552_33846,At least one seminar / workshop for middle and senior management to disseminate results of the baseline survey
48552_33847,At least one presentation per year to senior management to update the progress of WiB product sales
48553_33831,Annual energy savings per EUR of investment: > 0.8 kWh/EUR
48553_33832,Annual carbon reductions per EUR of investment: > 0.2 kgCO2/EUR
48553_33833,Sub-loans arrears ratio (>90 days past due) less than 5%
48553_33834,Loan officers trained by trainers or by an on-line training programme: 25
48579_33797,Project achieves AISC within the second quartile of the global cost curve (currently c. $585/ounce)
48579_33798,Project remains privately owned
48579_33799,Another mining project launched/completed by foreign investors
48579_33800,Certification under the international cyanide management code (ICMC)
48579_33801,Compliance with local regulations and guidance of the International Council on Mining and Metals
48596_33723,General MSME lending expansion: Overall MSME loan portfolio to increase by at least 1.2 times the amount of EBRD's loan (3Q2016: EUR 98 million) 
48596_33724,Regional MSME lending expansion: To keep the share of regional MSMEs of not less than 10% (3Q2016: 10%)
48596_33726,Expansion of MSME lending to new clients: The MSME lending customer base to increase by at least 4% of PFI?s MSME clients or 34 leases to receive financing under the EBRD MSME loan (baseline 850 as of 1 Oct 2016)
48596_33730,MSME loan quality: The share of new leases with arrears of more than 90 days in the portfolio financed under the Facility to be maintained below 10%
48650_32467,General SME lending expansion : The MSME loan portfolio to increase by EUR 100 million from EUR 248 million at June 2016
48650_32468,"Regional SME lending expansion : At least 40% of the EBRD loan proceeds to be disbursed outside the capital city of Bucharest, in line with the level registered at June 2016"
48650_32469,"Expansion of SME lending to new clients : The MSME lending customer base to increase by at least 120 clients. The outstanding average exposure for the MSME clients is around EUR 0.43mn as of June 2016, while minimum contractual loan amount for new business is EUR 0.5mn"
48650_32470,"SME loan quality : MSME loan quality: Loan portfolio of EBRD?s financed portfolio to stay below 5% in terms of PAR>90 days. At June 2016, PAR>90 days for MSME portfolio was 14.7%"
48654_37247,Standards of client improved to an agreed level | The project is aimed at financing the Company's second GMP plant. Monos is the first GMP compliant producer in Mongolian market which establishes the standard for replication among local producers. | The first GMP compliant plant has been completed and GMP certified in 2016. Second plant (GMP II) to be GMP certified upon its completion.
48654_37248,Number of staff receiving new/improved target skills as a result of training | The new GMP II plant will envisage 50 new staff to be hired (both white and blue collar). | 20 employees receiving regular GMP associated trainings. An additional 30 new employees shall receive regular training
48654_37249,"Financial restructuring completed as targeted | Out of USD 8m, USD 3m will be used for (i) refinancing of ST bridge loan to complete GMP I; (ii) LT w/c financing to support Group's wholesale; (iii)refinancing/rescheduling of the remaining balance of the existing EBRD loan. | The target success is conditioned on an increase of long term debt portion projected for FYE 2018 from 20%/80% LT/ST debt composition as of FYE 2016."
48659_35066,Outstanding SME loan portfolio to increase by at least 1.2x of the proceeds of the EBRD loan (from USD 34m to USD 70m)
48659_35067,Increase the share of SME Lending outside of Greater Cairo to 20% (from 0% in 1H 2017)
48659_35068,"The SME lending customer base to increase by at least 20 new clients, assuming avg. sub-loan size of USD 1.5mn i.e. 20% of EBRD funding to be channelled to new clients (1H17 baseline: 30 clients)"
