code,ind_name
LT.45.7,Number of individuals (youth) with improved access to water services (incl. improved irrigation)
LT.45.8,Number of individuals (youth) with improved access to transportation services
LT.45.9,Number of individuals (youth) with improved access to wastewater services
LT.45.10,Number of individuals (youth) with improved access to solid waste services
LT.45.11,Number of individuals (youth) with improved access to healthcare
LT.45.12,Number of individuals (youth) with improved access to ICT related services
LT.45.13,Number of individuals (local population) with improved access to water services (incl. improved irrigation)
LT.45.14,Number of individuals (local population) with improved access to transportation services
LT.45.15,Number of individuals (local population) with improved access to wastewater services
LT.45.16,Number of individuals (local population) with improved access to solid waste services
LT.45.17,Number of individuals (local population) with improved access to healthcare
LT.45.18,Number of individuals (local population) with improved access to ICT related services
LT.45.19,Number of individuals with improved access to water services (incl. improved irrigation)
LT.45.20,Number of individuals with improved access to transportation services
LT.45.21,Number of individuals with improved access to wastewater services
LT.45.22,Number of individuals with improved access to solid waste services
LT.45.23,Number of individuals with improved access to healthcare
LT.45.24,Number of individuals with improved access to ICT related services
LT.45.25,Number of firms with improved access to water services (incl. improved irrigation)
LT.45.26,Number of firms with improved access to transportation services
LT.45.27,Number of firms with improved access to wastewater services
LT.45.28,Number of firms with improved access to solid waste services
LT.45.29,Number of firms with improved access to healthcare
LT.45.30,Number of firms with improved access to ICT related services
LT.45.31,Number of households with improved access to water services (incl. improved irrigation)
LT.45.32,Number of households with improved access to transportation services
LT.45.33,Number of households with improved access to wastewater services
LT.45.34,Number of households with improved access to solid waste services
LT.45.35,Number of households with improved access to healthcare
LT.45.36,Number of households with improved access to ICT related services
LT.45.1,Number of individuals (women) with improved access to water services (incl. improved irrigation)
LT.45.2,Number of individuals (women) with improved access to transportation services
LT.57.1,NOx reduced (tonnes/yr)
LT.57.2,SOx reduced (tonnes/yr)
LT.57.3,PM reduced (tonnes/yr)
LT.57.4,VOC reduced (tonnes/yr)
O.7.1,Number of individuals trained
O.7.2,Number of households trained
O.7.3,Number of firms trained
ST.35.1,Net increase in road infrastructure usage and/or capacity
ST.35.2,Net increase in rail infrastructure usage and/or capacity
ST.35.3,Net increase in port infrastructure usage and/or capacity
ST.35.4,Net increase in air cargo/airport infrastructure usage and/or capacity
ST.35.5,Net increase in intermodal infrastructure usage and/or capacity
ST.35.6,Net increase in energy infrastructure usage and/or capacity
O.7.1,Number of individuals trained
O.7.2,Number of households trained
O.7.3,Number of firms trained
LT.101.2,Energy intensity (KWh/m2)
ST.107.0,Renewable heat produced (GJ/y)
ST.35.8,Net increase in drinking water production
ST.35.8,Net increase in drinking water production
ST.35.8,Net increase in drinking water production
ST.35.8,Net increase in drinking water production
ST.35.8,Net increase in drinking water production
ST.35.8,Net increase in drinking water production
ST.35.8,Net increase in drinking water production
ST.12.1,Improved operational standards
ST.13.1,Practices of the relevant stakeholder improved (inclusive procurement practices of companies in the client's supply chain) 
O.14.1,Project implementation support completed: PIU established
O.5.1,Policy advice delivered: Draft recommendations for improved policy/strategy submitted
LT.4.1,Sales Turnover/Revenue of client
LT.16.1,Operational performance of the client: productivity
ST.75.1,Expanded access of infrastructure
LT.21.1,Total gross insurance premium for mortgage
ST.121.1,Average size of loans disbursed by partner financial institution to clients in mortgage
ST.79.1,Improved quality of infrastructure
LT.19.1,Number of outstanding loans of partner financial institution for mortgage
ST.10.1,Number of loans disbursed by partner financial institution disbursed for mortgage
ST.108.1,Number of women represented on decision-making bodies: C-Suite or Board
ST.23.1,Number of new/improved ICT service(s) connections
LT.22.1,Financial performance of partner financial institution: NPL (or other asset quality) ratio
